LLT_Code,PT_Code
10057578,10057574
10057579,10057572
10057580,10003547
10057581,10057581
10057582,10035731
10057583,10075774
10057584,10066963
10057585,10057585
10057586,10057586
10057587,10057587
10057588,10075774
10057589,10075774
10057590,10057585
10057591,10047700
10057592,10000410
10057593,10057593
10057594,10057594
10057595,10057595
10057596,10057596
10057597,10057597
10057598,10057598
10057599,10000410
10057600,10057600
10057601,10052925
10057602,10057602
10057603,10057603
10057604,10057604
10057605,10057605
10057606,10088658
10057607,10057607
10057608,10057608
10057609,10057609
10057610,10057610
10057611,10057611
10057612,10057612
10057613,10014498
10057614,10057614
10057615,10057615
10057616,10057616
10057617,10057617
10057618,10061377
10057619,10057619
10057620,10057620
10057621,10057621
10057622,10057622
10057623,10057623
10057624,10057624
10057625,10057619
10057626,10039080
10057627,10039079
10057628,10048574
10057629,10057620
10057630,10016946
10057631,10077290
10057632,10057609
10057633,10004857
10057634,10048015
10057635,10049291
10057636,10057624
10057637,10029458
10057638,10014378
10057639,10047289
10057640,10057616
10057641,10023204
10057642,10057621
10057643,10057643
10057644,10057644
10057645,10057645
10057646,10057646
10057647,10057647
10057648,10057648
10057649,10057649
10057650,10068823
10057651,10057651
10057652,10064060
10057653,10057653
10057654,10057654
10057655,10018498
10057656,10073144
10057657,10073144
10057658,10048956
10057659,10055123
10057660,10062002
10057661,10057653
10057662,10059126
10057663,10079307
10057664,10057664
10057665,10057665
10057666,10057666
10057667,10057667
10057668,10057668
10057669,10057669
10057670,10016275
10057671,10057671
10057672,10057672
10057673,10057673
10057674,10067722
10057675,10057675
10057676,10057676
10057677,10057677
10057678,10057678
10057679,10057679
10057680,10057680
10057681,10057681
10057682,10057682
10057683,10061284
10057684,10057684
10057685,10057685
10057686,10058079
10057687,10057687
10057688,10057688
10057689,10061159
10057690,10036012
10057691,10036012
10057692,10036012
10057693,10036012
10057694,10036012
10057695,10033079
10057696,10033079
10057697,10001882
10057698,10001985
10057699,10001985
10057700,10057700
10057701,10007764
10057702,10062585
10057703,10003211
10057704,10083376
10057705,10083376
10057706,10018935
10057707,10019670
10057708,10076911
10057709,10076911
10057710,10076911
10057711,10076911
10057712,10003399
10057713,10005851
10057714,10075567
10057715,10046480
10057716,10040984
10057717,10016629
10057718,10005851
10057719,10005851
10057720,10005851
10057721,10026889
10057722,10026883
10057723,10026889
10057724,10027201
10057725,10083037
10057726,10007739
10057727,10073681
10057728,10073681
10057729,10043248
10057730,10043248
10057731,10043248
10057732,10043248
10057733,10015079
10057734,10053025
10057735,10007759
10057736,10033103
10057737,10076717
10057738,10007764
10057739,10057739
10057740,10017012
10057741,10046530
10057742,10028331
10057743,10043248
10057744,10040984
10057745,10008428
10057746,10061389
10057747,10046480
10057748,10019670
10057749,10019717
10057750,10048629
10057751,10057751
10057752,10055122
10057753,10057392
10057754,10057751
10057755,10057755
10057756,10057756
10057757,10017688
10057758,10017694
10057759,10017690
10057760,10057755
10057761,10057756
10057762,10053076
10057763,10049221
10057764,10059848
10057765,10057765
10057766,10074300
10057767,10057767
10057768,10013637
10057769,10041962
10057770,10041962
10057771,10057771
10057772,10035731
10057773,10057773
10057774,10047289
10057775,10057775
10057776,10057776
10057777,10057777
10057778,10061498
10057779,10057452
10057780,10057335
10057781,10057335
10057782,10052250
10057783,10015218
10057784,10061637
10057785,10057563
10057786,10057563
10057787,10002475
10057788,10061637
10057789,10002216
10057790,10040914
10057791,10053876
10057792,10010234
10057793,10083136
10057794,10057794
10057795,10057795
10057796,10065095
10057797,10065094
10057798,10057798
10057799,10057799
10057800,10057800
10057801,10057801
10057802,10057517
10057803,10057516
10057804,10057335
10057805,10057335
10057806,10052250
10057807,10060956
10057808,10061638
10057809,10057563
10057810,10057565
10057811,10057565
10057812,10057564
10057813,10057564
10057814,10057563
10057815,10057565
10057816,10057565
10057817,10057564
10057818,10057564
10057819,10065095
10057820,10065094
10057821,10061638
10057822,10060956
10057823,10053876
10057824,10053875
10057825,10053875
10057826,10057798
10057827,10057798
10057828,10057799
10057829,10057799
10057830,10057800
10057831,10057800
10057832,10057801
10057833,10057801
10057834,10010236
10057835,10010235
10057836,10053232
10057837,10057837
10057838,10057838
10057839,10061538
10057840,10057840
10057841,10003549
10057842,10000279
10057843,10057843
10057844,10052556
10057845,10048812
10057846,10057846
10057847,10057847
10057848,10056981
10057849,10057846
10057850,10057850
10057851,10057851
10057852,10057852
10057853,10023845
10057854,10057854
10057855,10057855
10057856,10057856
10057857,10057857
10057858,10057858
10057859,10023845
10057860,10057855
10057861,10057858
10057862,10057862
10057863,10057863
10057864,10057864
10057865,10086717
10057866,10015218
10057867,10033295
10057868,10057868
10057869,10057869
10057870,10057870
10057871,10057871
10057872,10057872
10057873,10057873
10057874,10057873
10057875,10018872
10057876,10018872
10057877,10060795
10057878,10075012
10057879,10075012
10057880,10057880
10057881,10057881
10057882,10057882
10057883,10081534
10057884,10057884
10057885,10057885
10057886,10057886
10057887,10057887
10057888,10057888
10057889,10060742
10057890,10048956
10057891,10061341
10057892,10064697
10057893,10024443
10057894,10037327
10057895,10057895
10057896,10038934
10057897,10037532
10057898,10025407
10057899,10023181
10057900,10057900
10057901,10062902
10057902,10057902
10057903,10057903
10057904,10039227
10057905,10028651
10057906,10020675
10057907,10007586
10057908,10051158
10057909,10004779
10057910,10061498
10057911,10061505
10057912,10061499
10057913,10057913
10057914,10022948
10057915,10012688
10057916,10047651
10057917,10020015
10057918,10038934
10057919,10046851
10057920,10022955
10057921,10057921
10057922,10057922
10057923,10057923
10057924,10011843
10057925,10057925
10057926,10057926
10057927,10057927
10057928,10057928
10057929,10057929
10057930,10057922
10057931,10057923
10057932,10057922
10057933,10057923
10057934,10012688
10057935,10087733
10057936,10057926
10057937,10057921
10057938,10011843
10057939,10057921
10057940,10057921
10057941,10057941
10057942,10021309
10057943,10021309
10057944,10061406
10057945,10057945
10057946,10057946
10057947,10054196
10057948,10057948
10057949,10019889
10057950,10057950
10057951,10057951
10057952,10057952
10057953,10029366
10057954,10057954
10057955,10041962
10057956,10057956
10057957,10057957
10057958,10059604
10057959,10019663
10057960,10019705
10057961,10057961
10057962,10057962
10057963,10017916
10057964,10057964
10057965,10057965
10057966,10057966
10057967,10057967
10057968,10057968
10057969,10057969
10057970,10057970
10057971,10057970
10057972,10057972
10057973,10057973
10057974,10057974
10057975,10057975
10057976,10057976
10057977,10057977
10057978,10057978
10057979,10073240
10057980,10057980
10057981,10020649
10057982,10073513
10057983,10080751
10057984,10057984
10057985,10057985
10057986,10057986
10057987,10057987
10057988,10071415
10057989,10080751
10057990,10037898
10057991,10019043
10057992,10057992
10057993,10057993
10057994,10057994
10057995,10057995
10057996,10057986
10057997,10057987
10057998,10035155
10057999,10057999
10058000,10061453
10058001,10058001
10058002,10058002
10058003,10061188
10058004,10019311
10058005,10037329
10058006,10047650
10058007,10038901
10058008,10058008
10058009,10058009
10058010,10008190
10058011,10036346
10058012,10058012
10058013,10058013
10058014,10058014
10058015,10058015
10058016,10058016
10058017,10058017
10058018,10058046
10058019,10058019
10058020,10055025
10058021,10058013
10058022,10058022
10058023,10040872
10058024,10058024
10058025,10058025
10058026,10057900
10058027,10057927
10058028,10058028
10058029,10058029
10058030,10058030
10058031,10058031
10058032,10058032
10058033,10058063
10058034,10053614
10058035,10058035
10058036,10058036
10058037,10058037
10058038,10042602
10058039,10058039
10058040,10058040
10058041,10058041
10058042,10058042
10058043,10058043
10058044,10087204
10058045,10055023
10058046,10058046
10058047,10058031
10058048,10017076
10058049,10058049
10058050,10021333
10058051,10000084
10058052,10056743
10058053,10061262
10058054,10049101
10058055,10015137
10058056,10034674
10058057,10042602
10058058,10061339
10058059,10058059
10058060,10058060
10058061,10058061
10058062,10058062
10058063,10058063
10058064,10058061
10058065,10058061
10058066,10058059
10058067,10058067
10058068,10058060
10058069,10062585
10058070,10058061
10058071,10077107
10058072,10062585
10058073,10058073
10058074,10058074
10058075,10058073
10058076,10078078
10058077,10058077
10058078,10056984
10058079,10058079
10058080,10058080
10058081,10058080
10058082,10058080
10058083,10027561
10058084,10058084
10058085,10061878
10058086,10067660
10058087,10061324
10058088,10017543
10058089,10058084
10058090,10061880
10058091,10061879
10058092,10058092
10058093,10058093
10058094,10058094
10058095,10058095
10058096,10033654
10058097,10058097
10058098,10058095
10058099,10057624
10058100,10014395
10058101,10048886
10058102,10023376
10058103,10065235
10058104,10014625
10058105,10058105
10058106,10058097
10058107,10034464
10058108,10058108
10058109,10058109
10058110,10058108
10058111,10058111
10058112,10058112
10058113,10058113
10058114,10058114
10058115,10027145
10058116,10058116
10058117,10058117
10058118,10058118
10058119,10058119
10058120,10058120
10058121,10081478
10058122,10030210
10058123,10058116
10058124,10058116
10058125,10071583
10058126,10058117
10058127,10030210
10058128,10057572
10058129,10008796
10058130,10058130
10058131,10027145
10058132,10058116
10058133,10058133
10058134,10058134
10058135,10005477
10058136,10058117
10058137,10023025
10058138,10029148
10058139,10071583
10058140,10019211
10058141,10058141
10058142,10058142
10058143,10058143
10058144,10058144
10058145,10058145
10058146,10058225
10058147,10062608
10058148,10058148
10058149,10058149
10058150,10058150
10058151,10058151
10058152,10003211
10058153,10058145
10058154,10058148
10058155,10058155
10058156,10058156
10058157,10047279
10058158,10016855
10058159,10016855
10058160,10055690
10058161,10014665
10058162,10002509
10058163,10013687
10058164,10002509
10058165,10020028
10058166,10075211
10058167,10020028
10058168,10049661
10058169,10058169
10058170,10027145
10058171,10027145
10058172,10070457
10058173,10059423
10058174,10070458
10058175,10070448
10058176,10058176
10058177,10058177
10058178,10058178
10058179,10058179
10058180,10050510
10058181,10058181
10058182,10006580
10058183,10058155
10058184,10058184
10058185,10047302
10058186,10002912
10058187,10050510
10058188,10020529
10058189,10020529
10058190,10031161
10058191,10031161
10058192,10031161
10058193,10031161
10058194,10031161
10058195,10031161
10058196,10031161
10058197,10031161
10058198,10031161
10058199,10031161
10058200,10031161
10058201,10031161
10058202,10058202
10058203,10027982
10058204,10030124
10058205,10003885
10058206,10003885
10058207,10061934
10058208,10039398
10058209,10039399
10058210,10039400
10058211,10039401
10058212,10039402
10058213,10039403
10058214,10058875
10058215,10029098
10058216,10058216
10058217,10058216
10058218,10061309
10058219,10071332
10058220,10071332
10058221,10062060
10058222,10058222
10058223,10027724
10058224,10028596
10058225,10058225
10058226,10062608
10058227,10058227
10058228,10033268
10058229,10033268
10058230,10018498
10058231,10039796
10058232,10043089
10058233,10008020
10058234,10008020
10058235,10008020
10058236,10008020
10058237,10008020
10058238,10008020
10058239,10008020
10058240,10008020
10058241,10008020
10058242,10008020
10058243,10008020
10058244,10008020
10058245,10009013
10058246,10009013
10058247,10009013
10058248,10009839
10058249,10014113
10058250,10014113
10058251,10039793
10058252,10015564
10058253,10015562
10058254,10015560
10058255,10018498
10058256,10018498
10058257,10018814
10058258,10019053
10058259,10019053
10058260,10019053
10058261,10019053
10058262,10019053
10058263,10019053
10058264,10019053
10058265,10058225
10058266,10058266
10058267,10058267
10058268,10058268
10058269,10058269
10058270,10052076
10058271,10058271
10058272,10056278
10058273,10051918
10058274,10058271
10058275,10058271
10058276,10011224
10058277,10051918
10058278,10058278
10058279,10058279
10058280,10058280
10058281,10058281
10058282,10058282
10058283,10058283
10058284,10058284
10058285,10058285
10058286,10058286
10058287,10058286
10058288,10058285
10058289,10058286
10058290,10058286
10058291,10047289
10058292,10047289
10058293,10057453
10058294,10071331
10058295,10071331
10058296,10008118
10058297,10058297
10058298,10058298
10058299,10058299
10058300,10058300
10058301,10060738
10058302,10058298
10058303,10058298
10058304,10008323
10058305,10058305
10058306,10058306
10058307,10058307
10058308,10012442
10058309,10054196
10058310,10058310
10058311,10002013
10058312,10002016
10058313,10002014
10058314,10058314
10058315,10020161
10058316,10058316
10058317,10058317
10058318,10058318
10058319,10058319
10058320,10058320
10058321,10063661
10058322,10074636
10058323,10064012
10058324,10058324
10058325,10018374
10058326,10018374
10058327,10074902
10058328,10035146
10058329,10058317
10058330,10058455
10058331,10003658
10058332,10050203
10058333,10006253
10058334,10048991
10058335,10074636
10058336,10062506
10058337,10061280
10058338,10061371
10058339,10058339
10058340,10058340
10058341,10058341
10058342,10058342
10058343,10074636
10058344,10074636
10058345,10074636
10058346,10064012
10058347,10048678
10058348,10058342
10058349,10058341
10058350,10048678
10058351,10058342
10058352,10058339
10058353,10058340
10058354,10058354
10058355,10058341
10058356,10070934
10058357,10058357
10058358,10058358
10058359,10058359
10058360,10058360
10058361,10058360
10058362,10055847
10058363,10058363
10058364,10058364
10058365,10058365
10058366,10058366
10058367,10058367
10058368,10058368
10058369,10058369
10058370,10058370
10058371,10058371
10058372,10058372
10058373,10058373
10058374,10058374
10058375,10058375
10058376,10058376
10058377,10058377
10058378,10058378
10058379,10058379
10058380,10058380
10058381,10058381
10058382,10058382
10058383,10058383
10058384,10058384
10058385,10058385
10058386,10058386
10058387,10061527
10058388,10004895
10058389,10060751
10058390,10063581
10058391,10058391
10058392,10058392
10058393,10058393
10058394,10058394
10058395,10058395
10058396,10058396
10058397,10058397
10058398,10058398
10058399,10058399
10058400,10058400
10058401,10058401
10058402,10058402
10058403,10058403
10058404,10058404
10058405,10058405
10058406,10058406
10058407,10058407
10058408,10058408
10058409,10058409
10058410,10058410
10058411,10058370
10058412,10058398
10058413,10004896
10058414,10060751
10058415,10063581
10058416,10058381
10058417,10058417
10058418,10058418
10058419,10058419
10058420,10058420
10058421,10058421
10058422,10070748
10058423,10058423
10058424,10049710
10058425,10049710
10058426,10062639
10058427,10000807
10058428,10074297
10058429,10058429
10058430,10058430
10058431,10058431
10058432,10058432
10058433,10058433
10058434,10058434
10058435,10058435
10058436,10058436
10058437,10058437
10058438,10058438
10058439,10058453
10058440,10058440
10058441,10058441
10058442,10058442
10058443,10058443
10058444,10058444
10058445,10042033
10058446,10036772
10058447,10033714
10058448,10061269
10058449,10058449
10058450,10058450
10058451,10058451
10058452,10042033
10058453,10058453
10058454,10058441
10058455,10058455
10058456,10058456
10058457,10006582
10058458,10058456
10058459,10058456
10058460,10058460
10058461,10058461
10058462,10062608
10058463,10058463
10058464,10058464
10058465,10069707
10058466,10069709
10058467,10058467
10058468,10058468
10058469,10073420
10058470,10058470
10058471,10058471
10058472,10010071
10058473,10001547
10058474,10042128
10058475,10062599
10058476,10069708
10058477,10058477
10058478,10058478
10058479,10058479
10058480,10021089
10058481,10073420
10058482,10058477
10058483,10058483
10058484,10058484
10058485,10058485
10058486,10058486
10058487,10064548
10058488,10064549
10058489,10058489
10058490,10058490
10058491,10058491
10058492,10059176
10058493,10059176
10058494,10040907
10058495,10026883
10058496,10061106
10058497,10014910
10058498,10014791
10058499,10051635
10058500,10051635
10058501,10051635
10058502,10051635
10058503,10047754
10058504,10058504
10058505,10058505
10058506,10058506
10058507,10058507
10058508,10058508
10058509,10058509
10058510,10058504
10058511,10058509
10058512,10058509
10058513,10058509
10058514,10058509
10058515,10058509
10058516,10058516
10058517,10058517
10058518,10058518
10058519,10058516
10058520,10058517
10058521,10058521
10058522,10058522
10058523,10058523
10058524,10058524
10058525,10058525
10058526,10030137
10058527,10058527
10058528,10058528
10058529,10058529
10058530,10058530
10058531,10071212
10058532,10014617
10058533,10061320
10058534,10049656
10058535,10051541
10058536,10050500
10058537,10027145
10058538,10055102
10058539,10058539
10058540,10078494
10058541,10058541
10058542,10058542
10058543,10058539
10058544,10058521
10058545,10058522
10058546,10030137
10058547,10058527
10058548,10058803
10058549,10059208
10058550,10078494
10058551,10058803
10058552,10055102
10058553,10058553
10058554,10076605
10058555,10065042
10058556,10058556
10058557,10056866
10058558,10058558
10058559,10058559
10058560,10058560
10058561,10058561
10058562,10058562
10058563,10058563
10058564,10058564
10058565,10058565
10058566,10003190
10058567,10003190
10058568,10003192
10058569,10057322
10058570,10068359
10058571,10058571
10058572,10059424
10058573,10059424
10058574,10070384
10058575,10070385
10058576,10070386
10058577,10077969
10058578,10070370
10058579,10070369
10058580,10064542
10058581,10064543
10058582,10064328
10058583,10062362
10058584,10062358
10058585,10062362
10058586,10068074
10058587,10065004
10058588,10059421
10058589,10070394
10058590,10070393
10058591,10050680
10058592,10070395
10058593,10070397
10058594,10077970
10058595,10064328
10058596,10058596
10058597,10058597
10058598,10020660
10058599,10023676
10058600,10020660
10058601,10020660
10058602,10020660
10058603,10020660
10058604,10058604
10058605,10058605
10058606,10003084
10058607,10016100
10058608,10016100
10058609,10058609
10058610,10058610
10058611,10058611
10058612,10058612
10058613,10058613
10058614,10058614
10058615,10058615
10058616,10058616
10058617,10005630
10058618,10005630
10058619,10005630
10058620,10011512
10058621,10057112
10058622,10057112
10058623,10057112
10058624,10058624
10058625,10005629
10058626,10005629
10058627,10005629
10058628,10005629
10058629,10005629
10058630,10058630
10058631,10058631
10058632,10058632
10058633,10058633
10058634,10058634
10058635,10012522
10058636,10007942
10058637,10007942
10058638,10083142
10058639,10083143
10058640,10083141
10058641,10083126
10058642,10083132
10058643,10083135
10058644,10083136
10058645,10089015
10058646,10058646
10058647,10059199
10058648,10058648
10058649,10040461
10058650,10008499
10058651,10058646
10058652,10058646
10058653,10059199
10058654,10055166
10058655,10012215
10058656,10058648
10058657,10052897
10058658,10052897
10058659,10052897
10058660,10058660
10058661,10058660
10058662,10058660
10058663,10058660
10058664,10058664
10058665,10058665
10058666,10058666
10058667,10058667
10058668,10058668
10058669,10001949
10058670,10058670
10058671,10058671
10058672,10058672
10058673,10058673
10058674,10058674
10058675,10058675
10058676,10073513
10058677,10064265
10058678,10058678
10058679,10058679
10058680,10058680
10058681,10058681
10058682,10058682
10058683,10022086
10058684,10030124
10058685,10064997
10058686,10035664
10058687,10006242
10058688,10049872
10058689,10052137
10058690,10047571
10058691,10048961
10058692,10037844
10058693,10037844
10058694,10037844
10058695,10046901
10058696,10033132
10058697,10018800
10058698,10037660
10058699,10058670
10058700,10064684
10058701,10064684
10058702,10061021
10058703,10028331
10058704,10058704
10058705,10012373
10058706,10061395
10058707,10067740
10058708,10047340
10058709,10058709
10058710,10023126
10058711,10047571
10058712,10069195
10058713,10058713
10058714,10003051
10058715,10074586
10058716,10022095
10058717,10058717
10058718,10058664
10058719,10058665
10058720,10048961
10058721,10037844
10058722,10058671
10058723,10058717
10058724,10058679
10058725,10017577
10058726,10017577
10058727,10058717
10058728,10058728
10058729,10058729
10058730,10058730
10058731,10058729
10058732,10037087
10058733,10037087
10058734,10058734
10058735,10058735
10058736,10058736
10058737,10058737
10058738,10058738
10058739,10058739
10058740,10058740
10058741,10058741
10058742,10058742
10058743,10058743
10058744,10058744
10058745,10058745
10058746,10058746
10058747,10058747
10058748,10058748
10058749,10058749
10058750,10058750
10058751,10058751
10058752,10058752
10058753,10058753
10058754,10058736
10058755,10058737
10058756,10003553
10058757,10058757
10058758,10058758
10058759,10019725
10058760,10058760
10058761,10058761
10058762,10058762
10058763,10058763
10058764,10058764
10058765,10058765
10058766,10058766
10058767,10058767
10058768,10058768
10058769,10058769
10058770,10058770
10058771,10058771
10058772,10058772
10058773,10058773
10058774,10058774
10058775,10059423
10058776,10070458
10058777,10070457
10058778,10070458
10058779,10059423
10058780,10058780
10058781,10058735
10058782,10058761
10058783,10058762
10058784,10058763
10058785,10058764
10058786,10058739
10058787,10058766
10058788,10058740
10058789,10058741
10058790,10058767
10058791,10058742
10058792,10058768
10058793,10058770
10058794,10058794
10058795,10058795
10058796,10058796
10058797,10058769
10058798,10058796
10058799,10058799
10058800,10072927
10058801,10028334
10058802,10018292
10058803,10058803
10058804,10058803
10058805,10014581
10058806,10058806
10058807,10058806
10058808,10058808
10058809,10058809
10058810,10058810
10058811,10052143
10058812,10058809
10058813,10041591
10058814,10002556
10058815,10011401
10058816,10009900
10058817,10057112
10058818,10058818
10058819,10058819
10058820,10058820
10058821,10058821
10058822,10058822
10058823,10058823
10058824,10058824
10058825,10058825
10058826,10000081
10058827,10058827
10058828,10058819
10058829,10058829
10058830,10010235
10058831,10050979
10058832,10052330
10058833,10041497
10058834,10052428
10058835,10058835
10058836,10017533
10058837,10015832
10058838,10058838
10058839,10058839
10058840,10058840
10058841,10058841
10058842,10058842
10058843,10058841
10058844,10066054
10058845,10058845
10058846,10058846
10058847,10058847
10058848,10058848
10058849,10058849
10058850,10058850
10058851,10058851
10058852,10058852
10058853,10058853
10058854,10058854
10058855,10058855
10058856,10058856
10058857,10058857
10058858,10058858
10058859,10058859
10058860,10059423
10058861,10059424
10058862,10026878
10058863,10051017
10058864,10058864
10058865,10058865
10058866,10058866
10058867,10056430
10058868,10058849
10058869,10058865
10058870,10058866
10058871,10058852
10058872,10058872
10058873,10058873
10058874,10058874
10058875,10058875
10058876,10058876
10058877,10058877
10058878,10058878
10058879,10058879
10058880,10058853
10058881,10058854
10058882,10058855
10058883,10058856
10058884,10058857
10058885,10058858
10058886,10058859
10058887,10051017
10058888,10058875
10058889,10058889
10058890,10058890
10058891,10059423
10058892,10058892
10058893,10021750
10058894,10059150
10058895,10058895
10058896,10058896
10058897,10058897
10058898,10058898
10058899,10073508
10058900,10058900
10058901,10058901
10058902,10061000
10058903,10028596
10058904,10028596
10058905,10058994
10058906,10058994
10058907,10058907
10058908,10058908
10058909,10058909
10058910,10058910
10058911,10058911
10058912,10058912
10058913,10058913
10058914,10058914
10058915,10012218
10058916,10048626
10058917,10034280
10058918,10029282
10058919,10073508
10058920,10058920
10058921,10058921
10058922,10058922
10058923,10058923
10058924,10058924
10058925,10058921
10058926,10058922
10058927,10058923
10058928,10058924
10058929,10058929
10058930,10043097
10058931,10035734
10058932,10065718
10058933,10065718
10058934,10058934
10058935,10059118
10058936,10058936
10058937,10058937
10058938,10058938
10058939,10058939
10058940,10058940
10058941,10058941
10058942,10058942
10058943,10062656
10058944,10064685
10058945,10058945
10058946,10058946
10058947,10058947
10058948,10077087
10058949,10087901
10058950,10058947
10058951,10027439
10058952,10048962
10058953,10056268
10058954,10058954
10058955,10058955
10058956,10058956
10058957,10028653
10058958,10003062
10058959,10052285
10058960,10011042
10058961,10058947
10058962,10058947
10058963,10058938
10058964,10058939
10058965,10058940
10058966,10064685
10058967,10058936
10058968,10058968
10058969,10058969
10058970,10020853
10058971,10058914
10058972,10058972
10058973,10058973
10058974,10058974
10058975,10058975
10058976,10058975
10058977,10033985
10058978,10019465
10058979,10047700
10058980,10044074
10058981,10058981
10058982,10058982
10058983,10058983
10058984,10058984
10058985,10058985
10058986,10058985
10058987,10058987
10058988,10058988
10058989,10058989
10058990,10058990
10058991,10058991
10058992,10058992
10058993,10058994
10058994,10058994
10058995,10074903
10058996,10036790
10058997,10048629
10058998,10076308
10058999,10076308
10059000,10076308
10059001,10059001
10059002,10028372
10059003,10028372
10059004,10036790
10059005,10059005
10059006,10065577
10059007,10068689
10059008,10059008
10059009,10059009
10059010,10059005
10059011,10059011
10059012,10059012
10059013,10059013
10059014,10059107
10059015,10059015
10059016,10048616
10059017,10059017
10059018,10034476
10059019,10042658
10059020,10074508
10059021,10059012
10059022,10034476
10059023,10059023
10059024,10059024
10059025,10059025
10059026,10059026
10059027,10059027
10059028,10059028
10059029,10059029
10059030,10059030
10059031,10059031
10059032,10059032
10059033,10059033
10059034,10059034
10059035,10059035
10059036,10066266
10059037,10067621
10059038,10059035
10059039,10059028
10059040,10081347
10059041,10067859
10059042,10059042
10059043,10081347
10059044,10067859
10059045,10059045
10059046,10059046
10059047,10059047
10059048,10059048
10059049,10059049
10059050,10033371
10059051,10059051
10059052,10059052
10059053,10059053
10059054,10059054
10059055,10036410
10059056,10059056
10059057,10059057
10059058,10059058
10059059,10059059
10059060,10065718
10059061,10065433
10059062,10065433
10059063,10077107
10059064,10008479
10059065,10008469
10059066,10058060
10059067,10077232
10059068,10059049
10059069,10077408
10059070,10059070
10059071,10059071
10059072,10059072
10059073,10033371
10059074,10041633
10059075,10071648
10059076,10059059
10059077,10087333
10059078,10021432
10059079,10059079
10059080,10059080
10059081,10059081
10059082,10010774
10059083,10042868
10059084,10077408
10059085,10059051
10059086,10059086
10059087,10051792
10059088,10051792
10059089,10051792
10059090,10051792
10059091,10065718
10059092,10065718
10059093,10065718
10059094,10065718
10059095,10065718
10059096,10059096
10059097,10067502
10059098,10059098
10059099,10059099
10059100,10059100
10059101,10059101
10059102,10067502
10059103,10040943
10059104,10059096
10059105,10040943
10059106,10035664
10059107,10059107
10059108,10059108
10059109,10059109
10059110,10059110
10059111,10005070
10059112,10059110
10059113,10061194
10059114,10057372
10059115,10084641
10059116,10059116
10059117,10059117
10059118,10059118
10059119,10067265
10059120,10059116
10059121,10008635
10059122,10003658
10059123,10003210
10059124,10067265
10059125,10067265
10059126,10059126
10059127,10002329
10059128,10048975
10059129,10059129
10059130,10059130
10059131,10052224
10059132,10052223
10059133,10059133
10059134,10059134
10059135,10057617
10059136,10059136
10059137,10062585
10059138,10059138
10059139,10015150
10059140,10009944
10059141,10059141
10059142,10040767
10059143,10048676
10059144,10063259
10059145,10063258
10059146,10063260
10059147,10063261
10059148,10063262
10059149,10063259
10059150,10059150
10059151,10025382
10059152,10067426
10059153,10062693
10059154,10003246
10059155,10033645
10059156,10080955
10059157,10059157
10059158,10059158
10059159,10059159
10059160,10059160
10059161,10059161
10059162,10059162
10059163,10059163
10059164,10059164
10059165,10059165
10059166,10059166
10059167,10059167
10059168,10059168
10059169,10017888
10059170,10011498
10059171,10059166
10059172,10059163
10059173,10059163
10059174,10059164
10059175,10059175
10059176,10059176
10059177,10059176
10059178,10059175
10059179,10065941
10059180,10049287
10059181,10056866
10059182,10024604
10059183,10059183
10059184,10059184
10059185,10059185
10059186,10059186
10059187,10018498
10059188,10020028
10059189,10059189
10059190,10018498
10059191,10059183
10059192,10059189
10059193,10059193
10059194,10059194
10059195,10059199
10059196,10059199
10059197,10059199
10059198,10059199
10059199,10059199
10059200,10059199
10059201,10059194
10059202,10059199
10059203,10059203
10059204,10059204
10059205,10059205
10059206,10059206
10059207,10044703
10059208,10059208
10059209,10059209
10059210,10059204
10059211,10059211
10059212,10059212
10059213,10059213
10059214,10061898
10059215,10050656
10059216,10059216
10059217,10059217
10059218,10070400
10059219,10059219
10059220,10059220
10059221,10059221
10059222,10059222
10059223,10059506
10059224,10063267
10059225,10070409
10059226,10059226
10059227,10059227
10059228,10059228
10059229,10059211
10059230,10063267
10059231,10059228
10059232,10059232
10059233,10059233
10059234,10029366
10059235,10059235
10059236,10072610
10059237,10059237
10059238,10059238
10059239,10059239
10059240,10059240
10059241,10059241
10059242,10059242
10059243,10020850
10059244,10021114
10059245,10059245
10059246,10059241
10059247,10059239
10059248,10059237
10059249,10059237
10059250,10059250
10059251,10059251
10059252,10059251
10059253,10059253
10059254,10048874
10059255,10059199
10059256,10059256
10059257,10047924
10059258,10003190
10059259,10006473
10059260,10059260
10059261,10059261
10059262,10060991
10059263,10059263
10059264,10059264
10059265,10060989
10059266,10003190
10059267,10059267
10059268,10070476
10059269,10084012
10059270,10070476
10059271,10059271
10059272,10024419
10059273,10059273
10059274,10039408
10059275,10059273
10059276,10059276
10059277,10013654
10059278,10008589
10059279,10038867
10059280,10038867
10059281,10040047
10059282,10059282
10059283,10059283
10059284,10059284
10059285,10063797
10059286,10018498
10059287,10018498
10059288,10038867
10059289,10031123
10059290,10038867
10059291,10040047
10059292,10059284
10059293,10031123
10059294,10039792
10059295,10013786
10059296,10019211
10059297,10059297
10059298,10059298
10059299,10059299
10059300,10055067
10059301,10011804
10059302,10011512
10059303,10063259
10059304,10063259
10059305,10063259
10059306,10063259
10059307,10063259
10059308,10063259
10059309,10063259
10059310,10059299
10059311,10050711
10059312,10051999
10059313,10059313
10059314,10038707
10059315,10051999
10059316,10059316
10059317,10059317
10059318,10059318
10059319,10059319
10059320,10059320
10059321,10059321
10059322,10059322
10059323,10059323
10059324,10059324
10059325,10059325
